"workerid","contextWithSuper","strength","trial_num","target","degree","leftResponse","adjective","super_category","form","names","context","rightResponse","contextWithSuperPronoun","response","condition","sub_category"
10," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,5,"cheap","price","Yes","cheap","kitchen appliances","negative","Kim"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
10," is searching for things to watch online with their friend and finds a music video.",2,6,"long","time","Yes","long","things you watch online","positive","Cameron"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
10," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,7,"cheap","price","Yes","cheap","kitchen appliances","negative","Kim"," finds a bottle opener and looks at the price.","No",NA,1,"context","bottle opener"
10," is in the produce section of the supermarket and picks up an apple.",2,8,"heavy","weight","Yes","heavy","produce","positive","Alexander"," picks up an apple.","No",NA,0,"context","apple"
10," is searching for things to watch online with their friend and finds a movie.",3,9,"long","time","Yes","long","things you watch online","positive","Veronica"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
10," is sitting at a cafe watching people go by and sees a professional soccer player.",2,10," short","height","Yes","short","people","negative","Melinda"," sees a professional soccer player.","No",NA,0,"context","soccer player"
10," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,11,"cold","temperature","Yes","cold","days of the year","negative","Simon"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
10," is sitting at a cafe watching people go by and sees a professional basketball player.",3,12," short","height","Yes","short","people","negative","Natalia"," sees a professional basketball player.","No",NA,0,"context","basketball player"
10," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,13,"warm","temperature","Yes","warm","days of the year","positive","Jennifer"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
10," is searching for things to watch online with their friend and finds a video of a cute animal.",1,14,"long","time","Yes","long","things you watch online","positive","Claire"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
10," is in the produce section of the supermarket and picks up a grape.",1,15,"heavy","weight","Yes","heavy","produce","positive","Monica"," picks up a grape.","No",NA,0,"context","grape"
11," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,1,"warm","temperature","No","warm","days of the year","positive","Michelle"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
11," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,2,"expensive","price","No","expensive","kitchen appliances","positive","Stephen"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
11," is sitting at a cafe watching people go by and sees a professional soccer player.",2,3," tall","height","No","tall","people","positive","Lucas"," sees a professional soccer player.","Yes",NA,1,"context","soccer player"
11," is searching for things to watch online with their friend and finds a music video.",2,4,"short","time","No","short","things you watch online","negative","Jennifer"," finds a music video to watch online with their friend.","Yes",NA,1,"context","music video"
11," is sitting at a cafe watching people go by and sees a professional basketball player.",3,5," tall","height","No","tall","people","positive","Tanya"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
11," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,6,"warm","temperature","No","warm","days of the year","positive","Simon"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
11," is in the produce section of the supermarket and picks up a grape.",1,7,"light","weight","No","light","produce","negative","Julia"," picks up a grape.","Yes",NA,1,"context","grape"
11," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,8,"cheap","price","No","cheap","kitchen appliances","negative","Alicia"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
11," is searching for things to watch online with their friend and finds a movie.",3,9,"short","time","No","short","things you watch online","negative","Veronica"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
11," is in the produce section of the supermarket and picks up a watermelon.",3,10,"light","weight","No","light","produce","negative","Monica"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
11," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,11,"expensive","price","No","expensive","kitchen appliances","positive","Kathleen"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
11," is in the produce section of the supermarket and picks up an apple.",2,12,"heavy","weight","No","heavy","produce","positive","Natalia"," picks up an apple.","Yes",NA,0,"context","apple"
11," is sitting at a cafe watching people go by and sees a professional gymnast.",1,13," tall","height","No","tall","people","positive","Jasmine"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
11," is searching for things to watch online with their friend and finds a video of a cute animal.",1,14,"long","time","No","long","things you watch online","positive","Angela"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
11," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,15,"cold","temperature","No","cold","days of the year","negative","Kim"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
12," is in the produce section of the supermarket and picks up a watermelon.",3,1,"heavy","weight","No","heavy","produce","positive","Lee"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
12," is searching for things to watch online with their friend and finds a video of a cute animal.",1,2,"short","time","No","short","things you watch online","negative","Kim"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
12," is sitting at a cafe watching people go by and sees a professional soccer player.",2,3," short","height","No","short","people","negative","Claire"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
12," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,4,"cheap","price","No","cheap","kitchen appliances","negative","Laura"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
12," is searching for things to watch online with their friend and finds a movie.",3,5,"long","time","No","long","things you watch online","positive","Daniel"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
